time,temperature_2m (°C),precipitation (mm),relative_humidity_2m (%),cloud_cover (%),muc_nuoc_thuong_luu_m,muc_nuoc_dang_binh_thuong_m,muc_nuoc_chet_m,luu_luong_den_ho_m3_s,tong_luong_xa_m3_s,tong_luong_xa_qua_dap_tran_m3_s,tong_luong_xa_qua_nha_may_m3_s,so_cua_xa_sau,so_cua_xa_mat
2025-05-22T08:00,24.1,1.2,93,98,102.89,105,101,30,120,0,120,0,0
2025-05-22T09:00,25.4,0.1,85,100,102.88,105,101,20,120,0,120,0,0
2025-05-22T10:00,23.1,1.2,96,100,102.88,105,101,20,0,0,0,0,0
2025-05-22T11:00,22.7,0.1,98,98,102.88,105,101,20,0,0,0,0,0
2025-05-22T12:00,22.3,0,99,99,102.89,105,101,30,0,0,0,0,0
2025-05-22T13:00,22.6,0.1,99,100,102.89,105,101,30,0,0,0,0,0
2025-05-22T14:00,22.6,0,99,99,102.89,105,101,20,0,0,0,0,0
2025-05-22T15:00,22.3,0,98,100,102.89,105,101,20,0,0,0,0,0
2025-05-22T16:00,22.4,0,98,97,102.89,105,101,20,120,0,120,0,0
2025-05-22T17:00,21.7,0,99,97,102.88,105,101,30,120,0,120,0,0
2025-05-22T18:00,21.6,0,99,100,102.87,105,101,30,120,0,120,0,0
2025-05-22T19:00,21.4,0,98,100,102.86,105,101,30,120,0,120,0,0
2025-05-22T20:00,21.6,0,99,100,102.85,105,101,20,120,0,120,0,0
2025-05-22T21:00,21.9,0,99,100,102.85,105,101,20,0,0,0,0,0
2025-05-22T22:00,21.7,0,100,100,102.86,105,101,30,0,0,0,0,0
2025-05-22T23:00,21.8,0,99,99,102.86,105,101,20,0,0,0,0,0
2025-05-23T00:00,23.3,0,94,97,102.87,105,101,30,0,0,0,0,0
2025-05-23T01:00,24.7,0,88,100,102.87,105,101,30,0,0,0,0,0
2025-05-23T02:00,26.3,0,77,100,102.87,105,101,30,0,0,0,0,0
2025-05-23T03:00,27.6,0,67,100,102.88,105,101,40,0,0,0,0,0
2025-05-23T04:00,28.8,0,62,100,102.88,105,101,40,0,0,0,0,0
2025-05-23T05:00,29.2,0,64,100,102.88,105,101,30,0,0,0,0,0
2025-05-23T06:00,29.5,0.1,61,100,102.89,105,101,40,0,0,0,0,0
2025-05-23T07:00,27.2,0.5,72,95,102.89,105,101,40,0,0,0,0,0
2025-05-23T08:00,25.9,1.3,84,94,102.89,105,101,40,120,0,120,0,0
2025-05-23T09:00,23.4,4,93,96,102.88,105,101,50,120,0,120,0,0
2025-05-23T10:00,23,0,94,41,102.87,105,101,50,120,0,120,0,0
2025-05-23T11:00,23.1,0,94,100,102.87,105,101,50,0,0,0,0,0
2025-05-23T12:00,22.5,0.1,97,100,102.87,105,101,40,0,0,0,0,0
2025-05-23T13:00,22.9,0,94,93,102.88,105,101,40,0,0,0,0,0
2025-05-23T14:00,22.7,0.1,97,88,102.88,105,101,40,0,0,0,0,0
2025-05-23T15:00,22.6,0,98,95,102.88,105,101,40,0,0,0,0,0
2025-05-23T16:00,22.1,0,99,92,102.87,105,101,30,120,0,120,0,0
2025-05-23T17:00,21.8,0,99,100,102.86,105,101,30,120,0,120,0,0
2025-05-23T18:00,21.9,0,99,97,102.85,105,101,30,120,0,120,0,0
2025-05-23T19:00,21.6,0,100,98,102.84,105,101,40,120,0,120,0,0
2025-05-23T20:00,21.3,0,99,100,102.83,105,101,40,120,0,120,0,0
2025-05-23T21:00,21.2,0,99,99,102.84,105,101,30,0,0,0,0,0
2025-05-23T22:00,21.1,0,99,100,102.85,105,101,40,0,0,0,0,0
2025-05-23T23:00,21.7,0,99,100,102.85,105,101,40,0,0,0,0,0
2025-05-24T00:00,23,0,93,100,102.85,105,101,40,0,0,0,0,0
2025-05-24T01:00,24.2,0.1,85,100,102.85,105,101,40,0,0,0,0,0
2025-05-24T02:00,25.6,0.3,77,99,102.85,105,101,40,0,0,0,0,0
2025-05-24T03:00,26.4,0.1,78,99,102.85,105,101,40,0,0,0,0,0
2025-05-24T04:00,26.9,0.4,74,100,102.85,105,101,40,0,0,0,0,0
2025-05-24T05:00,25.6,0.7,82,22,102.85,105,101,40,0,0,0,0,0
2025-05-24T06:00,27.6,0.4,75,100,102.85,105,101,40,0,0,0,0,0
2025-05-24T07:00,26.8,0.1,73,96,102.85,105,101,40,0,0,0,0,0
2025-05-24T08:00,24.6,0.2,84,88,102.85,105,101,40,0,0,0,0,0
2025-05-24T09:00,24.8,0.2,83,97,102.85,105,101,40,0,0,0,0,0
2025-05-24T10:00,24.3,0.1,84,91,102.85,105,101,40,0,0,0,0,0
2025-05-24T11:00,23.3,0.1,90,100,102.85,105,101,40,0,0,0,0,0
2025-05-24T12:00,22.3,0.2,97,100,102.85,105,101,40,0,0,0,0,0
2025-05-24T13:00,22.2,0,98,77,102.85,105,101,40,0,0,0,0,0
2025-05-24T14:00,22.1,0.1,99,96,102.85,105,101,40,0,0,0,0,0
2025-05-24T15:00,22.1,0,99,99,102.85,105,101,40,0,0,0,0,0
2025-05-24T16:00,22,0,100,100,102.85,105,101,40,0,0,0,0,0
2025-05-24T17:00,21.9,0,99,100,102.85,105,101,40,0,0,0,0,0
2025-05-24T18:00,21.6,0,100,100,102.85,105,101,40,0,0,0,0,0
2025-05-24T19:00,21.7,0,99,100,102.85,105,101,40,0,0,0,0,0
2025-05-24T20:00,21.5,0,99,93,102.85,105,101,40,0,0,0,0,0
2025-05-24T21:00,21.3,0,99,100,102.85,105,101,40,0,0,0,0,0
2025-05-24T22:00,21.7,0,99,100,102.85,105,101,40,0,0,0,0,0
2025-05-24T23:00,21.9,0,98,100,102.85,105,101,40,0,0,0,0,0
2025-05-25T00:00,22.4,0.1,96,82,102.85,105,101,40,0,0,0,0,0
2025-05-25T01:00,23.7,0,92,100,102.85,105,101,40,0,0,0,0,0
2025-05-25T02:00,24.7,0,84,100,102.85,105,101,40,0,0,0,0,0
2025-05-25T03:00,25.6,0.2,79,95,102.85,105,101,40,0,0,0,0,0
2025-05-25T04:00,26.5,0.2,74,99,102.85,105,101,40,0,0,0,0,0
2025-05-25T05:00,25.1,1,84,97,102.85,105,101,40,0,0,0,0,0
2025-05-25T06:00,26.4,0.2,78,65,102.85,105,101,40,0,0,0,0,0
2025-05-25T07:00,24.7,1,83,95,102.85,105,101,40,0,0,0,0,0
2025-05-25T08:00,23.5,0.7,91,81,102.85,105,101,40,0,0,0,0,0
2025-05-25T09:00,23.8,0.7,89,89,102.85,105,101,40,0,0,0,0,0
2025-05-25T10:00,22.9,0.3,93,89,102.85,105,101,40,0,0,0,0,0
2025-05-25T11:00,22.1,0,98,95,102.85,105,101,40,0,0,0,0,0
2025-05-25T12:00,21.9,0,99,100,102.85,105,101,40,0,0,0,0,0
2025-05-25T13:00,22,0,98,81,102.85,105,101,40,0,0,0,0,0
2025-05-25T14:00,21.7,0,98,86,102.85,105,101,40,0,0,0,0,0
2025-05-25T15:00,21.6,0,98,80,102.85,105,101,40,0,0,0,0,0
2025-05-25T16:00,21.5,0,98,100,102.85,105,101,40,0,0,0,0,0
2025-05-25T17:00,21.3,0,98,97,102.85,105,101,40,0,0,0,0,0
2025-05-25T18:00,21.1,0,98,99,102.85,105,101,40,0,0,0,0,0
2025-05-25T19:00,20.9,0,98,99,102.85,105,101,40,0,0,0,0,0
2025-05-25T20:00,20.6,0,98,99,102.85,105,101,40,0,0,0,0,0
2025-05-25T21:00,20.4,0,98,87,102.85,105,101,40,0,0,0,0,0
2025-05-25T22:00,20.5,0,98,83,102.85,105,101,40,0,0,0,0,0
2025-05-25T23:00,21.6,0,95,70,102.85,105,101,40,0,0,0,0,0
2025-05-26T00:00,23.4,0,90,68,102.83,105,101,30,0,0,0,0,0
2025-05-26T01:00,24.2,0.1,89,86,102.84,105,101,30,0,0,0,0,0
2025-05-26T02:00,25.7,0.1,81,58,102.84,105,101,30,0,0,0,0,0
2025-05-26T03:00,27.2,0.1,72,100,102.85,105,101,40,0,0,0,0,0
2025-05-26T04:00,27.7,0,68,100,102.85,105,101,50,0,0,0,0,0
2025-05-26T05:00,27.4,0,67,100,102.85,105,101,40,0,0,0,0,0
2025-05-26T06:00,24.8,0.8,84,91,102.86,105,101,40,0,0,0,0,0
2025-05-26T07:00,25,0.1,84,88,102.86,105,101,40,0,0,0,0,0
2025-05-26T08:00,25.5,0.1,80,90,102.85,105,101,30,120,0,120,0,0
2025-05-26T09:00,24.8,0.6,85,92,102.84,105,101,40,120,0,120,0,0
2025-05-26T10:00,24,0.1,89,70,102.83,105,101,30,120,0,120,0,0
2025-05-26T11:00,23,0,93,64,102.83,105,101,30,0,0,0,0,0
2025-05-26T12:00,22,0.1,98,87,102.83,105,101,20,0,0,0,0,0
2025-05-26T13:00,22.2,0,98,91,102.83,105,101,30,0,0,0,0,0
2025-05-26T14:00,22,0,98,99,102.83,105,101,20,0,0,0,0,0
2025-05-26T15:00,21.9,0,99,72,102.83,105,101,20,0,0,0,0,0
2025-05-26T16:00,21.6,0,99,97,102.83,105,101,40,120,0,120,0,0
2025-05-26T17:00,21.6,0,99,91,102.82,105,101,50,120,0,120,0,0
2025-05-26T18:00,21.1,0,99,20,102.82,105,101,40,120,0,120,0,0
2025-05-26T19:00,21,0,98,69,102.81,105,101,50,120,0,120,0,0
2025-05-26T20:00,20.7,0,98,90,102.8,105,101,50,120,0,120,0,0
2025-05-26T21:00,20.5,0,98,87,102.81,105,101,50,0,0,0,0,0
2025-05-26T22:00,20.5,0,97,97,102.81,105,101,40,0,0,0,0,0
2025-05-26T23:00,21.6,0,94,100,102.82,105,101,50,0,0,0,0,0
2025-05-27T00:00,23.6,0,86,100,102.83,105,101,50,0,0,0,0,0
2025-05-27T01:00,24.5,0.1,84,53,102.83,105,101,30,0,0,0,0,0
2025-05-27T02:00,26.2,0,76,45,102.83,105,101,30,0,0,0,0,0
2025-05-27T03:00,26.7,0.4,75,62,102.84,105,101,40,0,0,0,0,0
2025-05-27T04:00,27.7,0.3,72,87,102.84,105,101,40,0,0,0,0,0
2025-05-27T05:00,28,0,70,100,102.84,105,101,30,0,0,0,0,0
2025-05-27T06:00,26.7,0.1,73,100,102.85,105,101,40,0,0,0,0,0
2025-05-27T07:00,27.2,0.1,70,99,102.85,105,101,40,0,0,0,0,0
2025-05-27T08:00,26.2,0.2,77,100,102.84,105,101,30,120,0,120,0,0
2025-05-27T09:00,25.7,0.1,82,100,102.83,105,101,30,120,0,120,0,0
2025-05-27T10:00,25.1,0.1,83,100,102.82,105,101,40,120,0,120,0,0
2025-05-27T11:00,23.5,0.3,90,100,102.82,105,101,30,0,0,0,0,0
2025-05-27T12:00,22.8,0.1,95,90,102.82,105,101,40,0,0,0,0,0
2025-05-27T13:00,22.4,0.1,99,100,102.83,105,101,30,0,0,0,0,0
2025-05-27T14:00,22.2,0.1,99,100,102.83,105,101,40,0,0,0,0,0
2025-05-27T15:00,22.1,0.1,99,100,102.84,105,101,40,0,0,0,0,0
2025-05-27T16:00,22,0,100,100,102.83,105,101,40,120,0,120,0,0
2025-05-27T17:00,22.1,0,99,100,102.83,105,101,50,120,0,120,0,0
2025-05-27T18:00,21.9,0,99,100,102.82,105,101,40,120,0,120,0,0
2025-05-27T19:00,22,0,99,100,102.81,105,101,40,120,0,120,0,0
2025-05-27T20:00,21.4,0.1,99,100,102.81,105,101,40,0,0,0,0,0
2025-05-27T21:00,21.3,0,99,100,102.81,105,101,50,0,0,0,0,0
2025-05-27T22:00,21.4,0,99,100,102.82,105,101,40,0,0,0,0,0
2025-05-27T23:00,21.7,0,98,99,102.82,105,101,30,0,0,0,0,0
2025-05-28T00:00,23,0,95,100,102.82,105,101,40,0,0,0,0,0
2025-05-28T01:00,23.8,0.1,92,100,102.83,105,101,30,0,0,0,0,0
2025-05-28T02:00,25.6,0.1,83,100,102.83,105,101,40,0,0,0,0,0
2025-05-28T03:00,27,0.1,75,99,102.83,105,101,30,0,0,0,0,0
2025-05-28T04:00,28,0,69,100,102.84,105,101,40,0,0,0,0,0
2025-05-28T05:00,29.2,0.2,64,100,102.84,105,101,30,0,0,0,0,0
2025-05-28T06:00,26.2,0.7,80,100,102.84,105,101,40,0,0,0,0,0
2025-05-28T07:00,26.6,1.2,78,100,102.85,105,101,30,0,0,0,0,0
2025-05-28T08:00,24.3,3.3,91,100,102.85,105,101,40,120,0,120,0,0
2025-05-28T09:00,22.6,1.9,97,100,102.84,105,101,30,120,0,120,0,0
2025-05-28T10:00,22.9,1.2,93,100,102.83,105,101,30,120,0,120,0,0
2025-05-28T11:00,22.2,4.6,98,100,102.83,105,101,30,0,0,0,0,0
2025-05-28T12:00,22,0.9,98,100,102.83,105,101,40,0,0,0,0,0
2025-05-28T13:00,22.2,1.1,99,100,102.83,105,101,30,0,0,0,0,0
2025-05-28T14:00,22.1,2,98,100,102.84,105,101,30,0,0,0,0,0
2025-05-28T15:00,22.1,8.3,98,100,102.84,105,101,30,0,0,0,0,0
2025-05-28T16:00,22,7.5,99,100,102.84,105,101,30,0,0,0,0,0
2025-05-28T17:00,22,2.3,99,100,102.84,105,101,30,0,0,0,0,0
2025-05-28T18:00,21.8,0.8,99,100,102.84,105,101,30,0,0,0,0,0
2025-05-28T19:00,21.5,0.4,98,100,102.84,105,101,30,0,0,0,0,0
2025-05-28T20:00,21.1,0.7,98,100,102.84,105,101,30,0,0,0,0,0
2025-05-28T21:00,20.7,3.1,98,94,102.84,105,101,30,0,0,0,0,0
2025-05-28T22:00,20.7,1.3,98,88,102.84,105,101,30,0,0,0,0,0
2025-05-28T23:00,21,0.4,98,100,102.84,105,101,30,0,0,0,0,0
2025-05-29T00:00,21.7,1,98,100,102.82,105,101,30,0,0,0,0,0
2025-05-29T01:00,23.2,0.1,92,100,102.83,105,101,40,0,0,0,0,0
2025-05-29T02:00,24.3,0.1,86,100,102.83,105,101,40,0,0,0,0,0
2025-05-29T03:00,25.6,0,78,100,102.84,105,101,50,0,0,0,0,0
2025-05-29T04:00,26.7,0,72,100,102.84,105,101,60,0,0,0,0,0
2025-05-29T05:00,27.4,0.1,71,100,102.85,105,101,60,0,0,0,0,0
2025-05-29T06:00,26.3,0.1,77,100,102.85,105,101,60,0,0,0,0,0
2025-05-29T07:00,24,7.1,92,100,102.85,105,101,40,0,0,0,0,0
2025-05-29T08:00,23.5,0.3,91,100,102.84,105,101,30,120,0,120,0,0
2025-05-29T09:00,24.9,0.2,89,100,102.83,105,101,30,120,0,120,0,0
2025-05-29T10:00,24,1.8,94,99,102.82,105,101,40,120,0,120,0,0
2025-05-29T11:00,22.8,1.7,98,100,102.82,105,101,30,0,0,0,0,0
2025-05-29T12:00,22,3.2,99,100,102.82,105,101,30,0,0,0,0,0
2025-05-29T13:00,22.2,0,98,100,102.83,105,101,40,0,0,0,0,0
2025-05-29T14:00,22.1,0,98,100,102.83,105,101,30,0,0,0,0,0
2025-05-29T15:00,21.8,0,99,100,102.83,105,101,30,0,0,0,0,0
2025-05-29T16:00,21.8,0,99,100,102.82,105,101,30,120,0,120,0,0
2025-05-29T17:00,21.7,0,98,100,102.82,105,101,40,120,0,120,0,0
2025-05-29T18:00,21.6,0,99,100,102.81,105,101,80,120,0,120,0,0
2025-05-29T19:00,21.6,0.1,99,100,102.81,105,101,120,120,0,120,0,0
2025-05-29T20:00,21.5,0,99,100,102.82,105,101,120,0,0,0,0,0
2025-05-29T21:00,21.4,0,98,100,102.83,105,101,110,0,0,0,0,0
2025-05-29T22:00,21.5,0,98,100,102.84,105,101,110,0,0,0,0,0
2025-05-29T23:00,21.7,0.1,99,100,102.85,105,101,120,0,0,0,0,0
2025-05-30T00:00,22.2,0.1,98,100,102.86,105,101,120,0,0,0,0,0
2025-05-30T01:00,21.7,3.1,97,100,102.88,105,101,160,0,0,0,0,0
2025-05-30T02:00,21.3,2.3,96,100,102.9,105,101,180,0,0,0,0,0
2025-05-30T03:00,21.6,1.2,96,100,102.93,105,101,200,0,0,0,0,0
2025-05-30T04:00,21.5,1,96,100,102.96,105,101,240,0,0,0,0,0
2025-05-30T05:00,24,0.5,84,100,102.99,105,101,250,0,0,0,0,0
2025-05-30T06:00,25.6,0.1,73,100,103.01,105,101,240,0,0,0,0,0
2025-05-30T07:00,26.3,0,68,100,103.03,105,101,240,0,0,0,0,0
2025-05-30T08:00,25.7,0,72,100,103.04,105,101,250,120,0,120,0,0
2025-05-30T09:00,25.7,0,71,100,103.05,105,101,240,120,0,120,0,0
2025-05-30T10:00,25,0,75,100,103.05,105,101,180,120,0,120,0,0
2025-05-30T11:00,23.8,0,82,100,103.06,105,101,130,0,0,0,0,0
2025-05-30T12:00,22.5,0,89,100,103.07,105,101,120,0,0,0,0,0
2025-05-30T13:00,22.4,0,90,100,103.08,105,101,120,0,0,0,0,0
2025-05-30T14:00,21.9,0,94,100,103.09,105,101,130,0,0,0,0,0
2025-05-30T15:00,21.7,0,96,100,103.1,105,101,120,0,0,0,0,0
2025-05-30T16:00,21.7,0,95,99,103.1,105,101,120,120,0,120,0,0
2025-05-30T17:00,21.6,0,95,97,103.1,105,101,130,120,0,120,0,0
2025-05-30T18:00,21.4,0,96,88,103.1,105,101,120,120,0,120,0,0
2025-05-30T19:00,21.5,0,95,34,103.1,105,101,120,120,0,120,0,0
2025-05-30T20:00,21.5,0,93,77,103.11,105,101,130,0,0,0,0,0
2025-05-30T21:00,21.6,0,92,85,103.12,105,101,130,0,0,0,0,0
2025-05-30T22:00,21.8,0,91,99,103.13,105,101,140,0,0,0,0,0
2025-05-30T23:00,22.2,0,91,100,103.14,105,101,130,0,0,0,0,0
2025-05-31T00:00,22.7,0,89,100,103.15,105,101,140,0,0,0,0,0
2025-05-31T01:00,23.5,0.2,87,100,103.16,105,101,130,0,0,0,0,0
2025-05-31T02:00,24.1,0.2,83,100,103.17,105,101,130,0,0,0,0,0
2025-05-31T03:00,25.2,0,76,100,103.18,105,101,120,0,0,0,0,0
2025-05-31T04:00,26.5,0.1,71,100,103.19,105,101,130,0,0,0,0,0
2025-05-31T05:00,26.9,0.1,69,100,103.2,105,101,130,0,0,0,0,0
2025-05-31T06:00,26.9,0.2,70,100,103.21,105,101,130,0,0,0,0,0
2025-05-31T07:00,27.4,0,62,100,103.22,105,101,120,0,0,0,0,0
2025-05-31T08:00,27.4,0,59,100,103.22,105,101,110,120,0,120,0,0
2025-05-31T09:00,26.4,0,59,100,103.22,105,101,110,120,0,120,0,0
2025-05-31T10:00,25.2,0,64,100,103.22,105,101,120,120,0,120,0,0
2025-05-31T11:00,23.8,0,71,100,103.23,105,101,120,0,0,0,0,0
2025-05-31T12:00,22.9,0,77,100,103.24,105,101,110,0,0,0,0,0
2025-05-31T13:00,22.8,0,80,100,103.25,105,101,110,0,0,0,0,0
2025-05-31T14:00,22.6,0,82,100,103.26,105,101,120,0,0,0,0,0
2025-05-31T15:00,22.6,0,82,99,103.25,105,101,90,240,0,240,0,0
2025-05-31T16:00,22.7,0,80,40,103.24,105,101,70,120,0,120,0,0
2025-05-31T17:00,22.4,0,81,99,103.24,105,101,80,120,0,120,0,0
2025-05-31T18:00,22,0,83,100,103.23,105,101,70,120,0,120,0,0
2025-05-31T19:00,21.9,0,83,100,103.23,105,101,60,120,0,120,0,0
2025-05-31T20:00,21.6,0,85,100,103.22,105,101,80,120,0,120,0,0
2025-05-31T21:00,21.4,0,91,100,103.22,105,101,70,120,0,120,0,0
2025-05-31T22:00,21.4,0,93,100,103.22,105,101,80,0,0,0,0,0
2025-05-31T23:00,21.6,0,93,100,103.23,105,101,90,0,0,0,0,0
2025-06-01T00:00,21.8,0,93,100,103.24,105,101,110,0,0,0,0,0
2025-06-01T01:00,23.1,0,87,100,103.25,105,101,90,0,0,0,0,0
2025-06-01T02:00,24.4,0,78,100,103.26,105,101,80,0,0,0,0,0
2025-06-01T03:00,25.6,0,70,77,103.26,105,101,70,0,0,0,0,0
2025-06-01T04:00,26.9,0,64,81,103.27,105,101,70,0,0,0,0,0
2025-06-01T05:00,28.2,0,60,93,103.27,105,101,60,0,0,0,0,0
2025-06-01T06:00,28.5,0,61,100,103.28,105,101,80,0,0,0,0,0
2025-06-01T07:00,27.3,0,68,93,103.29,105,101,90,0,0,0,0,0
2025-06-01T08:00,27.6,0,66,99,103.29,105,101,90,120,0,120,0,0
2025-06-01T09:00,27.2,0,68,98,103.29,105,101,90,120,0,120,0,0
2025-06-01T10:00,25.7,0,77,99,103.28,105,101,80,120,0,120,0,0
2025-06-01T11:00,24.4,0,83,83,103.29,105,101,90,0,0,0,0,0
2025-06-01T12:00,23.6,0,86,61,103.29,105,101,80,0,0,0,0,0
2025-06-01T13:00,23.4,0,84,97,103.3,105,101,80,0,0,0,0,0
2025-06-01T14:00,23.6,0,81,100,103.3,105,101,80,0,0,0,0,0
2025-06-01T15:00,23.5,0,83,100,103.31,105,101,90,0,0,0,0,0
2025-06-01T16:00,23.5,0,84,100,103.3,105,101,90,120,0,120,0,0
2025-06-01T17:00,23.3,0,86,99,103.29,105,101,80,120,0,120,0,0
2025-06-01T18:00,22.9,0,90,100,103.29,105,101,80,120,0,120,0,0
2025-06-01T19:00,22.7,0,93,98,103.28,105,101,80,120,0,120,0,0
2025-06-01T20:00,22.6,0,94,100,103.28,105,101,90,120,0,120,0,0
2025-06-01T21:00,22.4,0,95,100,103.28,105,101,80,0,0,0,0,0
2025-06-01T22:00,22.1,0.1,94,100,103.29,105,101,100,0,0,0,0,0
2025-06-01T23:00,21.9,0,95,100,103.3,105,101,110,0,0,0,0,0
2025-06-02T00:00,22.6,0,91,100,103.31,105,101,120,0,0,0,0,0
2025-06-02T01:00,24.5,0.1,81,100,103.31,105,101,90,0,0,0,0,0
2025-06-02T02:00,25.5,0.1,76,100,103.32,105,101,80,0,0,0,0,0
2025-06-02T03:00,26.3,0.1,72,100,103.32,105,101,70,0,0,0,0,0
2025-06-02T04:00,25.5,0.2,77,96,103.33,105,101,60,0,0,0,0,0
2025-06-02T05:00,27,0.2,71,100,103.33,105,101,70,0,0,0,0,0
2025-06-02T06:00,28,0,65,100,103.34,105,101,60,0,0,0,0,0
2025-06-02T07:00,28.2,0,63,93,103.34,105,101,70,120,0,120,0,0
2025-06-02T08:00,27.8,0,65,100,103.34,105,101,70,120,0,120,0,0
2025-06-02T09:00,26.6,0,72,100,103.33,105,101,70,120,0,120,0,0
2025-06-02T10:00,25.5,0,77,100,103.32,105,101,60,120,0,120,0,0
2025-06-02T11:00,24.2,0,84,87,103.33,105,101,60,0,0,0,0,0
2025-06-02T12:00,23.3,0,89,100,103.33,105,101,60,0,0,0,0,0
2025-06-02T13:00,23.2,0,90,100,103.34,105,101,70,0,0,0,0,0
2025-06-02T14:00,23.1,0,90,100,103.34,105,101,70,0,0,0,0,0
2025-06-02T15:00,22.9,0,91,100,103.35,105,101,60,0,0,0,0,0
2025-06-02T16:00,23,0,90,100,103.34,105,101,70,194,0,194,0,0
2025-06-02T17:00,22.7,0,92,83,103.34,105,101,80,120,0,120,0,0
2025-06-02T18:00,22.5,0,92,97,103.33,105,101,70,120,0,120,0,0
2025-06-02T19:00,22.2,0,92,72,103.33,105,101,60,120,0,120,0,0
2025-06-02T20:00,22.3,0,91,47,103.33,105,101,70,120,0,120,0,0
2025-06-02T21:00,22.2,0,92,29,103.34,105,101,60,0,0,0,0,0
2025-06-02T22:00,21.9,0,93,98,103.34,105,101,70,0,0,0,0,0
2025-06-02T23:00,22.3,0,92,100,103.35,105,101,60,0,0,0,0,0
2025-06-03T00:00,23.3,0,88,91,103.35,105,101,60,0,0,0,0,0
2025-06-03T01:00,25,0,78,99,103.35,105,101,60,0,0,0,0,0
2025-06-03T02:00,26.1,0,73,97,103.35,105,101,60,0,0,0,0,0
2025-06-03T03:00,27.1,0.1,68,100,103.35,105,101,60,0,0,0,0,0
2025-06-03T04:00,27.8,0.1,66,100,103.35,105,101,60,0,0,0,0,0
2025-06-03T05:00,28.1,0,65,100,103.35,105,101,60,0,0,0,0,0
2025-06-03T06:00,27.9,0,67,100,103.35,105,101,60,0,0,0,0,0
2025-06-03T07:00,27.6,0,69,100,103.35,105,101,60,0,0,0,0,0
2025-06-03T08:00,26.1,2.3,82,99,103.35,105,101,60,0,0,0,0,0
2025-06-03T09:00,24.8,0.4,84,100,103.35,105,101,60,0,0,0,0,0
2025-06-03T10:00,24.5,0.1,84,93,103.35,105,101,60,0,0,0,0,0
2025-06-03T11:00,23.5,0,89,100,103.35,105,101,60,0,0,0,0,0
2025-06-03T12:00,22.5,0,94,100,103.35,105,101,60,0,0,0,0,0
2025-06-03T13:00,22.3,0,92,100,103.35,105,101,60,0,0,0,0,0
2025-06-03T14:00,22.1,0,95,97,103.35,105,101,60,0,0,0,0,0
2025-06-03T15:00,22,0,95,96,103.35,105,101,60,0,0,0,0,0
2025-06-03T16:00,21.9,0,95,100,103.35,105,101,60,0,0,0,0,0
2025-06-03T17:00,21.8,0,94,100,103.35,105,101,60,0,0,0,0,0
2025-06-03T18:00,21.7,0,94,100,103.35,105,101,60,0,0,0,0,0
2025-06-03T19:00,21.7,0,94,88,103.35,105,101,60,0,0,0,0,0
2025-06-03T20:00,21.5,0,95,69,103.35,105,101,60,0,0,0,0,0
2025-06-03T21:00,21.2,0,97,82,103.35,105,101,60,0,0,0,0,0
2025-06-03T22:00,21.1,0,98,100,103.35,105,101,60,0,0,0,0,0
2025-06-03T23:00,21.5,0,96,100,103.35,105,101,60,0,0,0,0,0
2025-06-04T00:00,22.8,0,90,100,103.27,105,101,40,0,0,0,0,0
2025-06-04T01:00,25.1,0,76,100,103.27,105,101,50,0,0,0,0,0
2025-06-04T02:00,26.6,0,68,98,103.27,105,101,40,0,0,0,0,0
2025-06-04T03:00,28.1,0,63,99,103.28,105,101,50,0,0,0,0,0
2025-06-04T04:00,28.7,0,61,99,103.28,105,101,40,0,0,0,0,0
2025-06-04T05:00,29.7,0.1,56,89,103.28,105,101,50,0,0,0,0,0
2025-06-04T06:00,30,0.1,55,100,103.29,105,101,40,0,0,0,0,0
2025-06-04T07:00,30.3,0.1,55,100,103.29,105,101,50,0,0,0,0,0
2025-06-04T08:00,28.7,0.2,62,100,103.29,105,101,40,120,0,120,0,0
2025-06-04T09:00,24.7,1.2,87,100,103.28,105,101,40,120,0,120,0,0
2025-06-04T10:00,25,0.1,84,100,103.28,105,101,50,120,0,120,0,0
2025-06-04T11:00,23.8,0,93,100,103.28,105,101,50,0,0,0,0,0
2025-06-04T12:00,23,2.4,98,100,103.29,105,101,40,0,0,0,0,0
2025-06-04T13:00,23.8,0,89,99,103.29,105,101,40,0,0,0,0,0
2025-06-04T14:00,23.3,0.3,91,100,103.3,105,101,50,0,0,0,0,0
2025-06-04T15:00,22.7,0.7,97,99,103.3,105,101,40,0,0,0,0,0
2025-06-04T16:00,22.4,0,98,100,103.29,105,101,40,120,0,120,0,0
2025-06-04T17:00,21.8,0,98,100,103.28,105,101,50,120,0,120,0,0
2025-06-04T18:00,21.4,0,98,100,103.28,105,101,40,120,0,120,0,0
2025-06-04T19:00,21.3,0,99,100,103.27,105,101,40,120,0,120,0,0
2025-06-04T20:00,21.1,0,99,99,103.26,105,101,30,120,0,120,0,0
2025-06-04T21:00,20.9,0,99,100,103.25,105,101,30,120,0,120,0,0
2025-06-04T22:00,20.9,0,99,95,103.24,105,101,40,120,0,120,0,0
2025-06-04T23:00,21.2,0,99,100,103.25,105,101,50,0,0,0,0,0
2025-06-05T00:00,22.3,0,96,89,103.26,105,101,50,0,0,0,0,0
2025-06-05T01:00,24.8,0,83,67,103.27,105,101,40,0,0,0,0,0
2025-06-05T02:00,26.4,0,74,84,103.27,105,101,50,0,0,0,0,0
2025-06-05T03:00,27.4,0.1,70,94,103.28,105,101,60,0,0,0,0,0
